City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
588,Port Pirie,AU,88.14,clear sky,-33.1833,138.0167,John Pirie Motor Inn
590,Igarapava,BR,72.52,scattered clouds,-20.0383,-47.7469,Ângelo Palace Hotel Igarapava
591,Ilheus,BR,72.91,overcast clouds,-14.7889,-39.0494,Barravento Hotel
592,Uddiawan,PH,82.31,broken clouds,16.5589,121.1512,Le Jardin
593,Pecos,US,53.31,clear sky,31.4229,-103.4932,Knights Inn & Suites Pecos
594,Praia,CV,70.34,scattered clouds,14.9215,-23.5087,LT Aparthotel
595,Tukrah,LY,50.72,clear sky,32.5341,20.5791,Lagrota restaurant
598,Dagana,MR,67.5,overcast clouds,16.5165,-15.5068,Quartier Dille koumba fatim thiam
599,Takoradi,GH,78.03,overcast clouds,4.8845,-1.7554,Raybow International Hotel
600,San Patricio,US,53.83,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
602,Necochea,AR,57.11,clear sky,-38.5473,-58.7368,dyd -mar Hotel
605,Chibombo,ZM,64.49,overcast clouds,-14.6569,28.0706,Chibombo District Council Guest House
606,Sandy Bay,AU,71.06,broken clouds,-42.913,147.3532,St Ives Hobart Accommodation Tasmania
608,Asyut,EG,50.79,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
609,Nizwa,OM,63.36,clear sky,22.9333,57.5333,Orient Apartments
611,Gbadolite,CD,73.09,broken clouds,4.2833,21.0167,Zenic
614,Salalah,OM,71.06,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
615,Ballina,AU,73.44,broken clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
620,Lafia,NG,75.09,overcast clouds,8.4833,8.5167,Low Cost Housing Estate
621,San Nicolas,PH,87.94,overcast clouds,18.1725,120.5953,NORTHVIEW Hotel
623,Rio Pardo,BR,57.31,clear sky,-29.9897,-52.3781,HOTEL PARENTE
624,Coahuayana,MX,72.84,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
625,Bundaberg,AU,84.22,broken clouds,-24.85,152.35,Takalvan Motel
627,Kununurra,AU,84.18,broken clouds,-15.7667,128.7333,Hotel Kununurra
629,Amapa,BR,72.12,overcast clouds,1.0,-52.0,
630,Xai-Xai,MZ,79.21,light rain,-25.0519,33.6442,Complexo da Familia
631,Sao Francisco De Paula,BR,58.69,few clouds,-29.4481,-50.5836,Hotel Village da Serra
633,Ponta Delgada,PT,58.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
634,Monster,NL,54.0,overcast clouds,52.0258,4.175,Hotel Restaurant Unicum Elzenhagen
635,Tuatapere,NZ,63.82,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
636,Grabouw,ZA,65.5,broken clouds,-34.1515,19.0151,Belfield Wines and Farm Cottages
638,Itoman,JP,64.78,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
639,Pandharpur,IN,80.53,few clouds,17.6667,75.3333,Pandharinath Lodge and Restaurant
640,Waipawa,NZ,59.45,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
641,Gorontalo,ID,89.69,broken clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
645,Nieuw Amsterdam,SR,77.02,scattered clouds,5.8833,-55.0833,Hotel Stardust
648,Banyo,CM,65.19,overcast clouds,6.75,11.8167,Motel JOMBA
651,Springbok,ZA,73.26,scattered clouds,-29.6643,17.8865,Undulata Country Lodge
652,Twentynine Palms,US,66.07,clear sky,34.1356,-116.0542,"Holiday Inn Express & Suites Twentynine Palms- Joshua Tree, an IHG Hotel"
653,Maningrida,AU,88.2,broken clouds,-12.0667,134.2667,Dhukurrdji Lodge
656,Gat,IL,55.4,overcast clouds,31.61,34.7642,OlusHome
657,Doha,QA,66.18,clear sky,25.2867,51.5333,Movenpick Hotel Doha
658,Mendi,PG,60.91,overcast clouds,-6.1761,143.6513,Kiburu Lodge
661,Cidreira,BR,68.47,scattered clouds,-30.1811,-50.2056,Hotel Castelo
663,Mushie,CD,71.53,overcast clouds,-3.0167,16.9,
664,Satara,IN,78.31,clear sky,17.6833,73.9833,Dagdusheth Farsana
665,Qandala,SO,74.93,broken clouds,11.472,49.8728,
666,Kuntaur,GM,69.26,scattered clouds,13.6667,-14.8833,Kairoh Garden Kuntaur
669,Dangriga,BZ,73.98,broken clouds,16.9692,-88.2321,Chaleanor Hotel
670,Seoul,KR,51.31,broken clouds,37.5683,126.9778,LOTTE Hotel Seoul
672,Port Hueneme,US,75.24,clear sky,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
673,Portland,US,55.98,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
674,Aitape,PG,83.86,overcast clouds,-3.1374,142.3475,
675,Rapar,IN,72.01,clear sky,23.5667,70.6333,Dharamshi Bapa’s Home
676,Riohacha,CO,75.88,clear sky,11.5444,-72.9072,Hotel Taroa
677,Mogadishu,SO,78.49,broken clouds,2.0371,45.3438,Hotel Juba
678,Awjilah,LY,50.77,clear sky,29.1081,21.2869,المنزل
684,Lastoursville,GA,71.31,overcast clouds,-0.8143,12.7287,Auberge Bon Coin 02
688,Amudat,UG,73.4,scattered clouds,1.95,34.95,Silent Night Hotel
690,Lashio,MM,77.38,clear sky,22.9333,97.75,Hotel CF Lashio - Burmese Only
691,The Valley,AI,77.09,clear sky,18.217,-63.0578,CeBlue Villas & Beach Resort
693,Makakilo City,US,71.92,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
699,Santa Rosa,PH,87.12,scattered clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
700,Mangaratiba,BR,74.26,few clouds,-22.9597,-44.0406,Portobello Resort & Safari
703,Saint-Joseph,RE,86.36,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
704,Lahan,NP,69.96,clear sky,26.7296,86.4951,Bhattarai Residence
