City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Bay Roberts,CA,47.5999,-53.2648,30.06,88,100,8.01,overcast clouds
697,Honningsvag,NO,70.9821,25.9704,29.75,78,100,23.49,light snow
698,Moranbah,AU,-22.0016,148.0466,91.15,33,8,19.95,clear sky
699,Santa Rosa,PH,14.3122,121.1114,87.12,65,44,8.52,scattered clouds
700,Mangaratiba,BR,-22.9597,-44.0406,74.26,88,17,4.65,few clouds
701,Rapid City,US,44.0805,-103.231,40.14,55,100,13.8,overcast clouds
702,Ushumun,RU,52.7833,126.5333,11.17,84,100,5.79,overcast clouds
703,Saint-Joseph,RE,-21.3667,55.6167,86.36,75,13,10.42,few clouds
704,Lahan,NP,26.7296,86.4951,69.96,48,0,5.44,clear sky
705,Milkovo,RU,54.7167,158.6167,14.88,91,100,6.13,overcast clouds
